Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Stn_No
MOSSLEIGH AGCM,50.673,-113.349,AB,-6.3,0,NA,13.7,0,-24.8,0,,,NA,3.4,1,NA,,2,,,NA,680.3,0,3034577
NEIR AGDM,51.369,-114.099,AB,-5.3,0,NA,14.4,0,-21.9,0,,,NA,2.9,3,NA,,1,,,NA,651.2,0,3034795
PINCHER CREEK,49.521,-113.997,AB,-2.4,1,NA,13.5,1,-22.7,1,,,NA,6.8,1,NA,,3,,,NA,551.2,0,3035198
PINCHER CREEK CLIMATE,49.522,-114.005,AB,-2.5,0,NA,13.4,0,-22.9,0,,,NA,17.3,0,NA,5,7,,,NA,573.3,0,3035208
QUEENSTOWN,50.606,-112.983,AB,-6.4,0,-0.8,15,0,-24.5,0,1,0,6,1,0,6,0,1,,,NA,683,0,3035340
QUEENSTOWN,50.598,-112.803,AB,,,NA,,,,,,,NA,4.1,1,NA,,0,,,NA,,,3035342
RAYMOND AGDM,49.483,-112.683,AB,-2.8,0,NA,16,0,-22.6,0,,,NA,3.6,3,NA,,1,,,NA,583.5,0,3035422
ROLLING HILLS AGCM,50.265,-111.701,AB,-6.6,0,NA,12.5,0,-28.2,0,,,NA,4.2,4,NA,,2,,,NA,689.1,0,3035530
ROSEMARY AGDM,50.833,-112.05,AB,-10,0,NA,9.5,0,-31.2,0,,,NA,7.1,6,NA,,3,,,NA,782.9,0,3035650
SEVEN PERSONS AGDM,49.917,-110.917,AB,-5.6,0,NA,14.9,0,-23.6,0,,,NA,8.8,1,NA,,3,,,NA,659.4,0,3035845
STANDARD AGCM,51.228,-112.982,AB,-7.1,0,NA,10.1,0,-20.9,0,,,NA,15.7,0,NA,,4,,,NA,703.6,0,3036086
STAVELY AAFC,50.183,-113.883,AB,-3,0,NA,15.1,0,-18.5,0,,,NA,11.3,0,NA,,5,,,NA,589.1,0,3036099
STRATHMORE AGDM,51.033,-113.283,AB,-7,0,NA,10.6,0,-23.5,0,,,NA,3.8,0,NA,,1,,,NA,700.9,0,3036205
TABER,49.792,-112.124,AB,-6.4,15,NA,16.5,10,-20,10,4,10,NA,4,10,NA,,3,,,NA,317.2,0,3036360
TRAVERS AGCM,50.304,-112.863,AB,-4.9,0,NA,16.8,0,-21.6,0,,,NA,1.9,4,NA,,0,,,NA,641.4,0,3036500
VAUXHALL CDA CS,50.05,-112.133,AB,-5,0,NA,17,0,-21.7,0,,,NA,8.8,0,NA,,1,,,NA,643.5,0,3036682
WILDCAT HILLS,51.269,-114.721,AB,-5,4,NA,14.5,4,-22.5,4,12.4,4,NA,13.8,4,NA,4,5,,,NA,552.5,0,3037550
WRENTHAM AGDM,49.5,-112.117,AB,-3.6,0,NA,14.7,0,-21.1,0,,,NA,5,11,NA,,2,,,NA,605.5,0,3037675
OKOTOKS,50.729,-113.961,AB,-4.7,0,0.3,16,0,-22,0,11.5,0,67,11.5,0,66,6,4,,,NA,634.7,0,303M9JM
DEL BONITA AGDM,49.05,-112.817,AB,-2.7,1,NA,15.4,0,-20.2,1,,,NA,8,2,NA,,2,,,NA,558.6,0,3042045
MANYBERRIES AGCM,49.364,-110.678,AB,-6.3,0,NA,14.5,0,-28.6,0,,,NA,10.7,2,NA,,3,,,NA,681.7,0,3044203
MASINASIN AGDM,49.137,-111.652,AB,-3.3,0,NA,16.7,0,-23.3,0,,,NA,5.8,3,NA,0,1,,,NA,596,0,3044232
MILK RIVER,49.133,-112.05,AB,-3.8,0,NA,17.2,0,-23.9,0,,,NA,10.4,0,NA,6,2,,,NA,609.1,0,3044533
ONEFOUR CDA,49.117,-110.467,AB,-6,0,NA,13,0,-26.3,0,,,NA,4.4,0,NA,0,2,,,NA,672,0,3044923
PAKOWKI LAKE AGCM,49.225,-111.126,AB,-4.4,1,NA,14.8,1,-25,1,,,NA,5.8,5,NA,,3,,,NA,606,0,3045000
BANFF CS,51.193,-115.552,AB,-2.5,0,NA,9.9,0,-21.2,0,,,NA,21.8,0,NA,1,7,,,NA,573.1,0,3050519
BEAVER MINES,49.468,-114.175,AB,-2.3,0,NA,12,0,-23.8,0,,,NA,16.2,6,NA,12,4,,,NA,567.5,0,3050602
BOW VALLEY,51.083,-115.067,AB,-3.4,0,NA,13.5,0,-24.3,0,,,NA,22.7,1,NA,,5,,,NA,598.2,0,3050778
CROWSNEST,49.628,-114.482,AB,-2.2,0,NA,11.3,0,-20.8,0,,,NA,0,27,NA,,0,,,NA,564.4,0,3051R4R
JASPER WARDEN,52.926,-118.03,AB,-4.2,0,NA,10,0,-21.6,0,,,NA,25.1,0,NA,18,7,,,NA,621.5,0,3053536
KANANASKIS,51.028,-115.035,AB,-2.8,0,1.9,14,0,-21,0,31.9,0,134,24.4,0,116,12,6,,,NA,581.7,0,3053600
KANANASKIS POCATERRA,50.713,-115.12,AB,-4.8,22,3.3,9,15,-20,15,9,17,NA,9,15,NA,,3,,,NA,137,0,3053604
NORDEGG CS,52.492,-116.04,AB,-5.4,0,NA,13.5,0,-22.4,0,,,NA,30,0,NA,24,7,,,NA,655.8,0,3054843
PEKISKO,50.368,-114.416,AB,-4.5,0,NA,11.3,0,-25.3,0,,,NA,22.2,2,NA,22,5,,,NA,629.5,0,3055119
WATERTON PARK GATE,49.131,-113.809,AB,-2.2,0,NA,13.8,0,-25.9,0,,,NA,31.1,0,NA,,6,,,NA,566.5,0,3056214
NAKISKA RIDGETOP,50.943,-115.19,AB,-6.1,0,NA,5.3,0,-18.7,0,,,NA,,,NA,,,,,NA,675.2,0,305MGFF
ATHABASCA AGCM,54.635,-113.382,AB,-10.8,0,NA,8.1,0,-26.4,0,,,NA,19.1,0,NA,,5,,,NA,805.3,0,3060330
ATMORE AGDM,54.782,-112.825,AB,-12.6,2,NA,7.1,2,-32.8,2,,,NA,19.7,5,NA,12,6,,,NA,795,0,3060406
BARRHEAD CS,54.095,-114.448,AB,-9.6,0,NA,11.3,0,-26.9,0,,,NA,19.1,0,NA,18,6,,,NA,772.5,0,3060535
BRULE BLACK CAT,53.35,-117.867,AB,-6.3,13,0.2,12,10,-23.5,6,23.2,6,NA,23.2,6,NA,32,7,,,NA,364.9,0,3060903
CAMPSIE AUTO,54.131,-111.678,AB,-9.2,0,NA,12.4,0,-29.8,0,,,NA,19,0,NA,15,6,,,NA,762.8,0,3061201
DAPP AGDM,54.317,-113.95,AB,-11.8,0,NA,6.9,0,-31,0,,,NA,15.7,4,NA,,6,,,NA,833.5,0,3061975
EDSON,53.579,-116.465,AB,-8.3,4,NA,9,4,-26,4,,,NA,14.1,4,NA,,2,,,NA,631,0,3062239
EDSON CLIMATE,53.58,-116.453,AB,-7.6,0,NA,12.9,0,-28.2,0,,,NA,28.2,0,NA,35,6,,,NA,717.7,0,3062246
ENTWISTLE,53.6,-114.983,AB,-5,11,2.5,14,11,-25,11,33,11,NA,33,11,NA,0,7,,,NA,390.3,0,3062451
EVANSBURG AGCM,53.573,-115.124,AB,-7.8,0,NA,11.8,0,-25.2,0,,,NA,25.3,1,NA,,7,,,NA,722,0,3062475
FORT ASSINIBOINE AGCM,54.41,-114.769,AB,-9.2,0,NA,12.2,0,-26.5,0,,,NA,19.5,0,NA,,6,,,NA,761.3,0,3062660
FORT MCMURRAY CS,56.651,-111.213,AB,-17.6,0,NA,2.9,0,-39.6,0,,,NA,25.5,0,NA,27,7,,,NA,995.8,0,3062696
FORT MCMURRAY A,56.653,-111.223,AB,-18.2,6,NA,-2.8,6,-38.5,4,,,NA,19.8,6,NA,,4,,,NA,795.6,0,3062697
HENDRICKSON CREEK,53.795,-118.447,AB,-7.7,1,NA,9.4,1,-27.9,0,,,NA,28.5,2,NA,81,7,,,NA,694.6,0,3063135
HIGH PRAIRIE AGDM,55.396,-116.479,AB,-9.9,0,NA,8.3,0,-27.5,0,,,NA,14.5,8,NA,,7,,,NA,780.9,0,3063165
ISLAND LAKE SOUTH,54.821,-113.543,AB,-11.5,0,NA,7.1,0,-30.7,0,,,NA,24.6,0,NA,11,6,,,NA,824.8,0,3063600
LAC LA BICHE CLIMATE,54.769,-112.024,AB,-13.2,0,NA,8.1,0,-30,0,,,NA,24.1,0,NA,24,6,,,NA,873.3,0,3063686
MILDRED LAKE,57.041,-111.559,AB,-16.7,0,NA,2.9,0,-36,0,,,NA,29.2,1,NA,41,8,,,NA,971.5,0,3064528
RICH LAKE AGDM,54.5,-111.7,AB,-14.3,0,NA,6.8,0,-32.4,0,,,NA,16.1,0,NA,,6,,,NA,904.4,0,3065475
SLAVE LAKE,55.293,-114.777,AB,-10.7,1,NA,7.7,1,-25,1,,,NA,18,1,NA,,4,,,NA,774.1,0,3065995
SLAVE LAKE RCS,55.293,-114.777,AB,-11,0,NA,7,0,-25.5,0,,,NA,14.6,1,NA,2,6,,,NA,813.3,0,3065997
TAWATINAW AGCM,54.3,-113.52,AB,-11.3,0,NA,6.4,0,-25.6,0,,,NA,16.8,7,NA,,7,,,NA,820.8,0,3066367
WHITECOURT,54.14,-115.784,AB,-8.2,0,NA,12.3,0,-23,0,,,NA,,,NA,,,,,NA,732.9,0,3067371
WHITECOURT A,54.144,-115.787,AB,-8.6,0,NA,11.6,0,-24,0,,,NA,,,NA,22,,,,NA,745.6,0,3067373
WILLOW CREEK 1,53.386,-118.348,AB,-6.7,0,NA,9.4,0,-26.5,0,,,NA,25.3,3,NA,42,7,,,NA,692.5,0,306GE70
BEAVERLODGE RCS,55.197,-119.396,AB,-8,2,NA,10.4,1,-27.1,1,,,NA,37.9,2,NA,7,10,,,NA,674.8,0,3070600
BROWNVALE AGCM,56.118,-117.886,AB,-10.6,0,NA,6.8,0,-24.4,0,,,NA,15.9,7,NA,,5,,,NA,801.4,0,3070800
EAGLESHAM AGCM,55.808,-117.887,AB,-10.6,0,NA,7.5,0,-26.9,0,,,NA,16.4,3,NA,,7,,,NA,800.9,0,3072151
EGG ISLAND,58.981,-110.439,AB,-22.8,1,NA,-4.5,1,-39,0,,,NA,,,NA,,,,,NA,1101.6,0,3072246
FAIRVIEW AGDM,56.081,-118.439,AB,-10.9,0,NA,6.8,0,-27,0,,,NA,20.4,7,NA,,9,,,NA,808.3,0,3072525
FORT CHIPEWYAN,58.767,-111.117,AB,-22.5,1,NA,-3,1,-40.3,1,,,NA,12.9,1,NA,,2,,,NA,1093.9,0,3072655
FORT CHIPEWYAN RCS,58.767,-111.117,AB,-22.8,0,NA,-3.2,0,-40.8,0,,,NA,44,0,NA,30,17,,,NA,1142.5,0,3072659
FORT VERMILION,58.382,-116.04,AB,-17.8,0,NA,3.1,0,-34.4,0,,,NA,28.9,0,NA,0,5,,,NA,1002.5,0,3072723
GRANDE PRAIRIE A,55.18,-118.885,AB,-9.7,0,NA,7.8,0,-30.5,0,29.4,1,NA,26.4,1,NA,29,8,,,NA,774.4,0,3072921
HAWK HILLS AGCM,57.265,-117.298,AB,-14.8,0,NA,7.2,0,-35.9,0,,,NA,18.4,0,NA,,5,,,NA,917.8,0,3073071
HIGH LEVEL,58.622,-117.165,AB,-17.9,1,NA,4.3,1,-37,0,,,NA,23.1,1,NA,,4,,,NA,969,0,3073140
HIGH LEVEL A,58.621,-117.165,AB,-18.6,0,-1.7,4.4,0,-38,0,50.8,0,241,37.8,0,216,57,8,,,NA,1024.7,0,3073146
JEAN COTE AGCM,55.913,-117.12,AB,-10.7,0,NA,6,0,-26.2,0,,,NA,14.8,2,NA,,6,,,NA,804.1,0,3073535
LA CRETE AGCM,58.172,-116.343,AB,-18.2,0,NA,2.9,0,-36.1,0,,,NA,19,0,NA,,7,,,NA,1014.3,0,3073730
LA GLACE AGCM,55.422,-119.255,AB,-8.4,22,NA,7.5,16,-28.9,12,,,NA,,,NA,,,,,NA,158.4,0,3073740
MANNING AGDM,56.974,-117.451,AB,-14.9,3,NA,6.9,3,-31.3,0,,,NA,3.9,27,NA,,1,,,NA,822.1,0,3074190
CLEARDALE AGDM,56.314,-119.745,AB,-10,0,NA,7.7,0,-30.4,0,,,NA,36.5,7,NA,,9,,,NA,784.4,0,3074935
PEACE RIVER A,56.227,-117.448,AB,-11.5,0,NA,6.5,0,-29.3,0,26.8,0,NA,26.2,0,NA,,5,,,NA,825.4,0,3075041
PEORIA AGDM,55.621,-118.293,AB,-7,7,NA,10.5,7,-31.2,1,,,NA,11.8,12,NA,,3,,,NA,525.9,0,3075160
RED EARTH,56.552,-115.278,AB,-13.5,0,NA,10,0,-33.5,0,,,NA,46.3,5,NA,18,7,,,NA,881.7,0,3075488
RYCROFT AGCM,55.777,-118.668,AB,-10.2,0,NA,8.5,0,-27.7,0,,,NA,21.6,2,NA,,8,,,NA,790.2,0,3075601
SAVANNA AGCM,56.076,-119.345,AB,-9.8,0,NA,8.6,0,-25.2,0,,,NA,40.2,3,NA,,9,,,NA,778,0,3075770
SIMONETTE,54.425,-117.741,AB,-6.9,12,-0.1,13,9,-29,9,16,9,NA,16,9,NA,0,3,,,NA,398,0,3075937
SPIRIT RIVER AUTO STATION,55.695,-119.23,AB,-8,1,NA,11.7,1,-24.6,0,,,NA,53.1,4,NA,59,12,,,NA,701,0,3076069
TEEPEE CREEK AGCM,55.352,-118.408,AB,-10.3,0,NA,5.7,0,-31.1,0,,,NA,15.1,7,NA,,8,,,NA,793,0,3076366
VALLEYVIEW AGDM,55.098,-117.199,AB,-8.4,0,NA,9,0,-27.8,0,,,NA,20.7,7,NA,,8,,,NA,739.2,0,3076680
GARDEN RIVER,58.711,-113.866,AB,-20.1,0,NA,2.1,0,-39.4,0,,,NA,,,NA,,,,,NA,1068,0,307KPFP
COLD LAKE A,54.417,-110.283,AB,-14.6,0,-2.8,7,0,-30.9,0,33.3,0,219,30.3,0,280,22,6,,,NA,912.6,0,3081680
DUPRE AGCM,54.367,-110.868,AB,-14.8,0,NA,6.6,0,-35.5,0,,,NA,14.7,0,NA,,4,,,NA,919,0,3081690
BRATT'S LAKE CLIMATE,50.201,-104.71,SK,-16.1,0,NA,0.5,0,-34,0,,,NA,13.6,0,NA,20,3,,,NA,954.2,0,4010811
BROADVIEW,50.368,-102.571,SK,-17.8,0,-5.2,-0.9,0,-33.8,0,,,NA,17.7,0,192,15,5,,,NA,1002.2,0,4010879
BUFFALO POUND LAKE,50.55,-105.383,SK,-15.7,0,NA,1.5,0,-32,0,0,1,NA,0,0,NA,0,0,,,NA,943.1,0,4010984
CUPAR,50.85,-104.267,SK,-18.4,10,-5.6,-3,8,-36,8,32.5,8,NA,32.5,8,NA,0,5,,,NA,655.5,0,4011980
DUVAL,51.183,-104.867,SK,-16.4,0,-5.3,-1,0,-30,0,24.7,0,236,24.7,0,223,0,9,,,NA,964.3,0,4012300
ESTEVAN A,49.217,-102.967,SK,-14.6,17,-3.8,3.4,17,-27.2,17,8.4,17,NA,8.2,17,NA,,3,,,NA,358.1,0,4012400
ESTEVAN A,49.21,-102.966,SK,-16,11,NA,0.2,11,-36.2,11,10.6,11,NA,22.4,11,NA,10,4,,,NA,577.4,0,4012401
ESTEVAN,49.217,-102.967,SK,-15.3,0,NA,4,0,-35.8,0,,,NA,16.5,0,NA,14,4,,,NA,931.9,0,4012410
INDIAN HEAD CDA,50.55,-103.65,SK,-17.4,0,-5.4,-1.1,0,-32.3,0,,,NA,13.1,0,92,6,4,,,NA,991.4,0,4013480
KELLIHER,51.257,-103.753,SK,-18.7,0,-6.2,-1,0,-34,0,28,0,191,28,0,185,48,6,,,NA,1028.8,0,4013660
KIPLING,50.2,-102.733,SK,-17,0,-5.1,-1.4,0,-32.8,0,18,0,131,18,0,120,0,6,,,NA,980,0,4014040
LANGENBURG,50.9,-101.717,SK,-19.5,9,-5.7,0.5,9,-36,9,16.6,9,NA,16.6,9,NA,50,4,,,NA,712.2,0,4014145
LAST MOUNTAIN CS,51.417,-105.25,SK,-17.6,0,-5.5,0.6,0,-36.3,0,,,NA,16.3,1,NA,11,6,,,NA,996.4,0,4014156
LEROY,52,-104.633,SK,-19,0,-5.7,1,0,-36.5,0,30,0,264,30,0,248,28,6,,,NA,1037.2,0,4014322
LIPTON 2,51.152,-103.889,SK,-17.9,3,-4,-0.5,3,-31,3,28.8,3,NA,28.8,3,NA,53,6,,,NA,896.9,0,4014481
MACOUN,49.233,-103.233,SK,,,NA,,,,,19,25,NA,19,25,NA,,3,,,NA,,,4014870
MOOSE JAW CS,50.332,-105.538,SK,-14.3,0,NA,3.7,0,-32.9,0,,,NA,,,NA,10,,,,NA,903.2,0,4015322
MOOSE JAW SNOW,50.341,-105.551,SK,,,NA,,,,,25.7,0,NA,25.7,0,NA,20,7,,,NA,,,4015328
MUENSTER,52.333,-105,SK,-19.6,4,-6.6,1,3,-33,4,35,3,NA,35,3,NA,0,6,,,NA,901.4,0,4015440
OXBOW,49.317,-102.117,SK,-17.4,4,NA,-0.5,4,-35.5,4,18.5,4,NA,18.5,4,NA,0,6,,,NA,848.9,0,4015800
QU'APPELLE 1,50.567,-103.983,SK,-16.2,0,-4.8,0,0,-30,0,27.4,0,250,27.4,0,239,48,5,,,NA,957.8,0,4016322
REGINA SIAST SNOW,50.408,-104.582,SK,,,NA,,,,,28.7,0,NA,28.7,0,NA,22,10,,,NA,,,4016563
REGINA RCMP SNOW,50.451,-104.667,SK,,,NA,,,,,18.8,0,NA,18.8,0,NA,0,4,,,NA,,,4016565
REGINA GILMOUR,50.567,-104.833,SK,,,NA,,,,,6,1,NA,6,1,NA,12,3,,,NA,,,4016651
REGINA RCS,50.433,-104.667,SK,-16.6,0,NA,-0.1,0,-34.3,0,,,NA,14.1,0,NA,8,5,,,NA,968,0,4016699
WATROUS EAST,51.667,-105.4,SK,-17.5,0,NA,0.4,0,-35.4,0,,,NA,11.1,0,NA,3,5,,,NA,993.7,0,4018642
YELLOW GRASS,49.817,-104.183,SK,-14.5,0,-4.1,1,0,-33,0,35,0,223,35,0,220,0,9,,,NA,911.3,0,4019040
YORKTON,51.265,-102.464,SK,-19.3,0,NA,-0.6,0,-33.3,0,,,NA,14.4,0,NA,19,4,,,NA,1043.4,0,4019073
YORKTON,51.265,-102.462,SK,-19.2,2,NA,-0.3,2,-33.2,2,,,NA,5.9,3,NA,,2,,,NA,966.2,0,4019075
TONKIN,51.2,-102.233,SK,-20.1,0,NA,-1,0,-36,0,28,0,NA,28,0,NA,33,5,,,NA,1067,0,4019082
WYNYARD (AUT),51.767,-104.2,SK,-18.2,0,NA,-0.4,0,-32.3,0,,,NA,15,0,NA,9,6,,,NA,1014.9,0,40190LN
WEYBURN,49.7,-103.8,SK,-15.9,0,NA,0.2,0,-33.8,0,,,NA,14.4,0,NA,16,4,,,NA,949.3,0,401HP5R
ASSINIBOIA AIRPORT,49.729,-105.946,SK,-12.4,0,NA,6.5,0,-29.8,0,,,NA,10.3,0,NA,8,4,,,NA,852.5,0,4020286
BEECHY,50.832,-107.311,SK,-13.4,0,-4.2,3,0,-34,0,16.1,0,206,18.9,0,222,21,6,,,NA,879.6,0,4020560
ELBOW CS,51.133,-106.583,SK,-15.8,0,NA,1.8,0,-32.2,0,,,NA,28.7,0,NA,33,8,,,NA,947.5,0,4022359
ELBOW 2 NE,51.167,-106.55,SK,-15.1,8,-4.6,4.5,8,-33,8,21.7,8,NA,21.7,8,NA,,6,,,NA,662.8,0,4022363
LUCKY LAKE,50.95,-107.15,SK,-14.6,0,NA,2,0,-31.3,0,,,NA,14.6,0,NA,22,7,,,NA,913.8,0,4024714
MAPLE CREEK,49.903,-109.466,SK,-7.3,0,NA,13.2,0,-30.4,0,,,NA,14.6,0,NA,1,5,,,NA,708.2,0,4024919
ROCK POINT,51.154,-107.263,SK,-14.4,0,-4.4,2,0,-30.5,0,27.8,0,308,27.8,0,297,16,9,,,NA,906,0,4026847
STEWART VALLEY,50.6,-107.8,SK,-11.1,1,-2.3,5,1,-29,1,14,1,NA,14,1,NA,7,8,,,NA,786,0,4027775
SWIFT CURRENT,50.292,-107.691,SK,-11.8,3,NA,6.2,3,-27.4,2,,,NA,3.1,1,NA,,1,,,NA,743.8,0,4028038
SWIFT CURRENT CDA,50.267,-107.733,SK,-11.1,0,-2.9,6.5,0,-26.4,0,,,NA,12.9,0,143,0,8,,,NA,815.1,0,4028060
LEADER AIRPORT,50.909,-109.501,SK,-11.6,0,NA,6,0,-30.2,0,,,NA,12.4,0,NA,0,4,,,NA,829.2,0,402DAF0
CLAYDON,49.133,-109.1,SK,-6.4,5,1.3,8,5,-23.5,5,10.6,5,NA,10.6,5,NA,0,5,,,NA,560.7,0,4031581
CORONACH,49.117,-105.517,SK,-12.3,0,-3.4,8.5,0,-34,0,23.5,0,180,25.7,0,182,21,11,,,NA,847.9,0,4031844
CORONACH SPC,49.05,-105.483,SK,-11.3,0,-3.2,7.7,0,-33.3,0,,,NA,10.7,0,125,1,3,,,NA,821,0,40318MN
CYPRESS HILLS PARK,49.641,-109.514,SK,-7.7,0,NA,11.2,0,-24.9,0,,,NA,47.3,0,NA,10,12,,,NA,720.5,0,4031999
EASTEND CYPRESS (AUT),49.438,-108.989,SK,-8.5,0,NA,8.9,0,-28.4,0,,,NA,10.2,0,NA,29,4,,,NA,742.6,0,4032322
MANKOTA,49.099,-107.024,SK,-9.6,0,-0.2,7.2,0,-31.4,0,,,NA,,,NA,0,,,,NA,771.9,0,4034910
ROCKGLEN (AUT),49.168,-105.979,SK,-11,0,NA,6.6,0,-28.9,0,,,NA,15.3,0,NA,5,6,,,NA,812.2,0,4036844
VAL MARIE SOUTHEAST,49.058,-107.586,SK,-8.5,0,NA,9.4,0,-35.3,0,,,NA,5.4,0,NA,,2,,,NA,742.1,0,4038412
BICKLEIGH,51.294,-108.407,SK,-14.2,11,-3.4,3,9,-29.5,10,19.2,0,210,23.4,0,257,0,7,,,NA,546.9,0,4040587
BUTTE ST PIERRE,53.45,-109.2,SK,-16.7,0,-3.1,6,0,-37.5,0,27.4,0,295,27.4,0,291,22,8,,,NA,971.5,0,4041000
KINDERSLEY A,51.515,-109.181,SK,-13.9,0,NA,2.8,0,-31.1,0,16.1,0,NA,13.2,0,NA,7,5,,,NA,893,0,4043901
NORTH BATTLEFORD RCS,52.772,-108.256,SK,-16.5,0,NA,3.7,0,-33.2,0,,,NA,42,0,NA,15,17,,,NA,966,0,4045607
NORTH BATTLEFORD,52.769,-108.244,SK,-16.7,1,NA,1.9,1,-32.7,1,,,NA,0.8,1,NA,,0,,,NA,937.9,0,4045695
ROSETOWN EAST,51.567,-107.917,SK,-15.4,0,NA,2.5,0,-32,0,,,NA,17.4,0,NA,17,5,,,NA,936.1,0,4046884
SCOTT CDA,52.36,-108.835,SK,-15.7,0,-2.8,2.9,0,-33.7,0,,,NA,21.7,0,238,13,6,,,NA,944.1,0,4047240
WASECA RCS,53.131,-109.405,SK,-15,0,NA,3.6,0,-29.9,0,,,NA,37.7,0,NA,43,9,,,NA,924.5,0,4048521
MELFORT,52.817,-104.6,SK,-19.3,0,NA,0,0,-35.3,0,,,NA,13,0,NA,14,4,,,NA,1044.9,0,4055079
OUTLOOK PFRA,51.483,-107.05,SK,-14.9,0,-4.8,2.9,0,-34,0,,,NA,18.3,0,214,30,6,,,NA,921.4,0,4055736
PILGER,52.417,-105.15,SK,-19.2,0,NA,0,0,-36.6,0,,,NA,14.7,0,NA,45,6,,,NA,1040.4,0,4056121
PRINCE ALBERT A,53.214,-105.673,SK,-19.5,0,NA,1.7,0,-41.1,0,26.4,0,NA,21.4,0,NA,34,5,,,NA,1049.4,0,4056241
SASKATOON RCS,52.174,-106.719,SK,-17.4,0,NA,1.5,0,-35.3,0,,,NA,16.5,0,NA,17,7,,,NA,991.7,0,4057165
BEACON HILL,54.335,-109.626,SK,-17.7,1,NA,6,1,-37,1,32,1,NA,32,1,NA,50,7,,,NA,962.6,0,4060452
BUFFALO NARROWS (AUT),55.841,-108.421,SK,-18.9,0,NA,-0.8,0,-36.1,0,,,NA,,,NA,39,,,,NA,1034.2,0,4060983
CIGAR LAKE,58.083,-104.483,SK,-26.4,0,-6,-7,0,-39,0,10,0,47,10,0,47,38,6,,,NA,1243.2,0,4061570
COLLINS BAY,58.229,-103.678,SK,-25.8,0,NA,-6.2,0,-42.5,0,,,NA,9.1,0,NA,12,3,,,NA,1227.5,0,4061629
COLLINS BAY CAMECO,58.183,-103.7,SK,-26.5,11,NA,-8.2,6,-38.5,7,13.8,6,NA,13.8,6,NA,0,5,,,NA,756.7,0,4061632
ISLAND FALLS (AUT),55.533,-102.35,SK,-23.1,0,NA,-2.1,0,-39.4,0,,,NA,11.5,0,NA,37,4,,,NA,1149.9,0,4063605
JIMMY LAKE AWOS,54.908,-109.962,SK,-15.9,2,NA,5.4,2,-33,1,,,NA,20.5,2,NA,,6,,,NA,880.6,0,4063623
KEY LAKE,57.25,-105.6,SK,-26,0,NA,-4,0,-43.7,0,,,NA,9.8,0,NA,28,4,,,NA,1231.3,0,4063753
KEY LAKE,57.25,-105.617,SK,-24.6,0,-5.9,-4,0,-42.5,0,10.4,0,61,10.4,0,60,27,5,,,NA,1191.9,0,4063755
KEY LAKE,57.256,-105.618,SK,-25.5,2,NA,-7.3,2,-41.3,2,,,NA,7.1,2,NA,,4,,,NA,1131.3,0,4063757
LA RONGE RCS,55.146,-105.27,SK,-20.5,0,NA,-1.7,0,-36.6,0,,,NA,54,0,NA,42,17,,,NA,1078.6,0,4064149
LA RONGE A,55.151,-105.267,SK,-20.9,0,NA,-1.8,0,-37.2,0,14.6,1,NA,13.8,1,NA,51,4,,,NA,1089.6,0,4064155
LOON LAKE RCS,54.02,-109.138,SK,-16.2,0,NA,6,0,-35.1,0,,,NA,28.8,0,NA,24,7,,,NA,957.9,0,4064620
MEADOW LAKE A,54.125,-108.05,SK,-18.6,0,NA,3,0,-38,0,,,NA,,,NA,19,,,,NA,1025.9,0,4065057
SOUTHEND,56.333,-103.283,SK,-23.3,0,NA,-2.7,0,-39.4,0,,,NA,9.3,0,NA,42,3,,,NA,1157.2,0,4067655
SPIRITWOOD WEST,53.367,-107.55,SK,-17.5,0,NA,2.4,0,-37.1,0,,,NA,21.5,0,NA,20,7,,,NA,994.7,0,4067723
STONY RAPIDS,59.25,-105.841,SK,-27.5,4,NA,-9.2,4,-40.5,4,,,NA,3.2,4,NA,,1,,,NA,1092.1,0,4067799
WASKESIU LAKE,53.917,-106.067,SK,-18.5,0,NA,-0.7,0,-31.8,0,,,NA,17.7,1,NA,39,3,,,NA,1020.6,0,4068559
MEADOW LAKE,54.133,-108.517,SK,-17.7,0,NA,3.3,0,-39.1,0,,,NA,18.5,0,NA,12,6,,,NA,999.7,0,406N0NM
URANIUM CITY (AUT),59.567,-108.483,SK,-25.9,0,NA,-6.6,0,-41.6,0,,,NA,11.6,0,NA,43,3,,,NA,1230.4,0,406QLD0
NIPAWIN,53.333,-104.008,SK,-21.1,2,NA,-7.5,2,-39.7,2,,,NA,6.9,17,NA,,1,,,NA,1016.4,0,4075525
NIPAWIN,53.333,-104,SK,-20.6,0,NA,1.2,0,-39.6,0,,,NA,9.7,0,NA,23,3,,,NA,1079.7,0,407N51G
HUDSON BAY(AUT),52.817,-102.317,SK,-20.4,0,NA,0.8,0,-37.7,0,,,NA,22.2,0,NA,16,4,,,NA,1075.4,0,4083324
MCKAGUE 2,52.583,-103.833,SK,-19.7,4,-5.7,-0.5,3,-35,4,24,2,NA,24,2,NA,22,4,,,NA,905.8,0,4085052
PELLY,52.083,-101.867,SK,-19.2,0,-4.9,22,0,-38.5,0,28.8,0,135,28.8,0,133,56,5,,,NA,1040.5,0,4086000
PELLY 2,51.733,-101.9,SK,-19.8,0,-6,-0.5,0,-36.5,0,20,0,120,20,0,116,38,6,,,NA,1057.3,0,4086001
